uuid;name;shortname;synonym-1;description;reference-term-source;reference-term-code;reference-term-relationship;class;datatype;is-set;member-of;member-of-sort-weight;answer-of;answer-of-sort-weight
;Incision & Drainage from Inguinal Region, Right with drainage device;;Abscess drainage,Inguinal Region, Right with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Inguinal Region, Right with drainage device;ICD10 PCS-BD;0Y950ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Inguinal Region, Left with drainage device;;Abscess drainage,Inguinal Region, Left with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Inguinal Region, Left with drainage device;ICD10 PCS-BD;0Y960ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Femoral Region, Right with drainage device;;Abscess drainage,Femoral Region, Right with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Femoral Region, Right with drainage device;ICD10 PCS-BD;0Y970ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Femoral Region, Left with drainage device;;Abscess drainage,Femoral Region, left with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Femoral Region, Left with drainage device;ICD10 PCS-BD;0Y980ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Lower Extremity, Right with drainage device;;Abscess drainage,Lower Extremity, Right with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Lower Extremity, Right with drainage device;ICD10 PCS-BD;0Y990ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Lower Extremity, Left with drainage device;;Abscess drainage,Lower Extremity, Left with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Lower Extremity, Left with drainage device;ICD10 PCS-BD;0Y9B0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Upper Leg, Right with drainage device;;Abscess drainage,Upper Leg, Right with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Upper Leg, Right with drainage device;ICD10 PCS-BD;0Y9C0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Upper Leg, Left with drainage device;;Abscess drainage,Upper Leg, Left with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Upper Leg, Left with drainage device;ICD10 PCS-BD;0Y9D0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Knee Region, Right with drainage device;;Abscess drainage,Knee Region, Rightwith drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Knee Region, Right with drainage device;ICD10 PCS-BD;0Y9F0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Knee Region, Left with drainage device;;Abscess drainage,Knee Region, Left with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Knee Region, Left with drainage device;ICD10 PCS-BD;0Y9G0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Lower Leg, Right with drainage device;;Abscess drainage,Lower Leg, Right with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Lower Leg, Right with drainage device;ICD10 PCS-BD;0Y9H0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Lower Leg, Left with drainage device;;Abscess drainage,Lower Leg, Left with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Lower Leg, Left with drainage device;ICD10 PCS-BD;0Y9J0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Ankle Region, Right with drainage device;;Abscess drainage,Ankle Region, Right with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Ankle Region, Right with drainage device;ICD10 PCS-BD;0Y9K0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Ankle Region, Left with drainage device;;Abscess drainage,Ankle Region, Left with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Ankle Region, Left with drainage device;ICD10 PCS-BD;0Y9L0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Foot, Right with drainage device;;Abscess drainage,Foot, Right with drainage device;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Foot, Right with drainage device;ICD10 PCS-BD;0Y9M0ZZ;SAME-AS;Procedure;N/A;;;;;
;Incision & Drainage from Foot, Left with drainage device;;Abscess drainage,Foot, Left;Incision & Drainage: (Taking or letting out fluids and/or gases from a body part) from Foot, Left with drainage device;ICD10 PCS-BD;0Y9N0ZZ;SAME-AS;Procedure;N/A;;;;;
;Drainage device Removal from Lower Extremity, Right Externally;;;Drainage device Removal: (Taking out or off a device from a body part) from Lower Extremity, Right Externally;ICD10 PCS-BD;0YP9X0Z;SAME-AS;Procedure;N/A;;;;;
;Drainage device Removal from Lower Extremity, Left Externally;;;Drainage device Removal: (Taking out or off a device from a body part) from Lower Extremity, Left Externally;ICD10 PCS-BD;0YPBX0Z;SAME-AS;Procedure;N/A;;;;;
;Repair of Inguinal Region, Right ;;Inguinal Hernia, Right Repair;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Inguinal Region, Right ;ICD10 PCS-BD;0YQ50ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Inguinal Region, Left ;;Inguinal Hernia, Left Repair;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Inguinal Region, Left ;ICD10 PCS-BD;0YQ60ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Femoral Region, Right ;;Femoral Hernia, Right Repair;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Femoral Region, Right ;ICD10 PCS-BD;0YQ70ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Femoral Region, Left ;;Femoral Hernia, Left Repair;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Femoral Region, Left ;ICD10 PCS-BD;0YQ80ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Inguinal Region, Bilateral ;;Inguinal Hernia, Bilateral Repair;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Inguinal Region, Bilateral ;ICD10 PCS-BD;0YQA0ZZ;SAME-AS;Procedure;N/A;;;;;
;Repair of Femoral Region, Bilateral ;;Femoral Hernia, Bilateral Repair;Repair: ( Restoring, to the extent possible, a body part to its normal anatomic structure and function) of Femoral Region, Bilateral ;ICD10 PCS-BD;0YQE0ZZ;SAME-AS;Procedure;N/A;;;;;
;Drainage from Product of Conception;;AROM (artificial rupture of membranes) ;Drainage: (Taking or letting out fluids and/or gases from a body part) from Product of Conception;ICD10 PCS-BD;10907ZC;SAME-AS;Procedure;N/A;;;;;
;Abortion:(Artificially terminating a pregnancy);;Aspiration curettage, Dilation and curettage;Abortion:(Artificially terminating a pregnancy);ICD10 PCS-BD;10A07ZZ;SAME-AS;Procedure;N/A;;;;;
;Abortion with Abortifacient ;;Abortion with Abortifacient;Abortion:(Artificially terminating a pregnancy) with Abortifacient ;ICD10 PCS-BD;10A07ZX ;SAME-AS;Procedure;N/A;;;;;
;Abortion with Vacuum ;;Abortion with Vacuum;Abortion:(Artificially terminating a pregnancy) with Vacuum ;ICD10 PCS-BD;10A07Z6 ;SAME-AS;Procedure;N/A;;;;;
;Abortion with Hysterotomy;;Abortion with Hysterotomy;Abortion:(Artificially terminating a pregnancy) with Hysterotomy;ICD10 PCS-BD;10A00ZZ;SAME-AS;Procedure;N/A;;;;;
;Extraction of Product of Conception by Classical Method;;;Extraction:(Pulling or stripping out or off all or a portion of a body part by the use of force) of Product of Conception by Classical Method;ICD10 PCS-BD;10D00Z0;SAME-AS;Procedure;N/A;;;;;
;Extraction of Product of Conception by Low Cervical Method;;Caesarean section;Extraction:(Pulling or stripping out or off all or a portion of a body part by the use of force) of Product of Conception by Low Cervical Method;ICD10 PCS-BD;10D00Z1;SAME-AS;Procedure;N/A;;;;;
;Extraction of Product of Conception by Extraperitoneal Method;;;Extraction:(Pulling or stripping out or off all or a portion of a body part by the use of force) of Product of Conception by Extraperitoneal Method;ICD10 PCS-BD;10D00Z2;SAME-AS;Procedure;N/A;;;;;
;Extraction of Product of Conception Via Natural or Artificial Opening with low Forceps;;Forceps Delivery;Extraction:(Pulling or stripping out or off all or a portion of a body part by the use of force) of Product of Conception Via Natural or Artificial Opening with low Forcefs;ICD10 PCS-BD;10D00Z3;SAME-AS;Procedure;N/A;;;;;
;Extraction of Product of Conception Via Natural or Artificial Opening with Vaccum;;Vaccum Extraction Delivery;Extraction:(Pulling or stripping out or off all or a portion of a body part by the use of force) of Product of Conception Via Natural or Artificial Opening with Vaccum;ICD10 PCS-BD;10D00Z6;SAME-AS;Procedure;N/A;;;;;
;Extraction of Products of Conception, Retained;;;Extraction: (Pulling or stripping out or off all or a portion of a body part by the use of force) of Products of Conception, Retained;ICD10 PCS-BD;10D17ZZ;SAME-AS;Procedure;N/A;;;;;
;Extraction of Products of Conception, Ectopic;;;Extraction: (Pulling or stripping out or off all or a portion of a body part by the use of force) of Products of Conception, Ectopic;ICD10 PCS-BD;10D27ZZ;SAME-AS;Procedure;N/A;;;;;
;Delivery from the genital canal;;Normal Delivery;Delivery:(Assisting the passage of the products of conception) from the genital canal;ICD10 PCS-BD;10E0XZZ;SAME-AS;Procedure;N/A;;;;;
;Inspection for Products of Conception;;;Inspection:(Visually and/or manually exploring a body part) for Products of Conception;ICD10 PCS-BD;10J07ZZ;SAME-AS;Procedure;N/A;;;;;
;Inspection for Products of Conception, Retained;;;Inspection:(Visually and/or manually exploring a body part) for Products of Conception, Retained;ICD10 PCS-BD;10J17ZZ;SAME-AS;Procedure;N/A;;;;;
;Inspection for Products of Conception, Ectopic;;;Inspection:(Visually and/or manually exploring a body part) for Products of Conception, Ectopic;ICD10 PCS-BD;10J27ZZ;SAME-AS;Procedure;N/A;;;;;
;Inspection for Products of Conception, Externally;;;Inspection:(Visually and/or manually exploring a body part) for Products of Conception, Externally;ICD10 PCS-BD;10J0XZZ;SAME-AS;Procedure;N/A;;;;;
;Inspection for Products of Conception, Retained, Externally;;;Inspection:(Visually and/or manually exploring a body part) for Products of Conception, Retained, Externally;ICD10 PCS-BD;10J1XZZ;SAME-AS;Procedure;N/A;;;;;
;Inspection for Products of Conception, Ectopic, Externally;;;Inspection:(Visually and/or manually exploring a body part) for Products of Conception, Ectopic, Externally;ICD10 PCS-BD;10J2XZZ;SAME-AS;Procedure;N/A;;;;;
;Resection: (Cutting out or off, without replacement, all of a body part) of Products of Conception, Ectopic;;;Resection: (Cutting out or off, without replacement, all of a body part) of Products of Conception, Ectopic;ICD10 PCS-BD;10T20ZZ;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Head;;Dressing change of Head;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Head;ICD10 PCS-BD;2W00X4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Neck;;Dressing change of Neck;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Neck;ICD10 PCS-BD;2W02X4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Abdominal Wall;;Dressing change of Abdominal Wall;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Abdominal Wall;ICD10 PCS-BD;2W03X4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Chest Wall;;Dressing change of Chest Wall;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Chest Wall;ICD10 PCS-BD;2W04X4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Back;;Dressing change of Back;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Back;ICD10 PCS-BD;2W05X4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Inguinal Region, Right;;Dressing change of Inguinal Region, Right;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Inguinal Region, Right;ICD10 PCS-BD;2W06X4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Inguinal Region, Left;;Dressing change of Inguinal Region, Left;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Inguinal Region, Left;ICD10 PCS-BD;2W07X4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Upper Extremity, Right;;Dressing change of Upper Extremity, Right;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Upper Extremity, Right;ICD10 PCS-BD;2W08X4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Upper Extremity, Left ;;Dressing change of Upper Extremity, Left;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Upper Extremity, Left ;ICD10 PCS-BD;2W09X4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Upper Arm, Right;;Dressing change of Upper Arm, Right;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Upper Arm, Right;ICD10 PCS-BD;2W0AX4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Upper Arm, Left;;Dressing change of Upper Arm, Left;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Upper Arm, Left ;ICD10 PCS-BD;2W0BX4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Lower Arm, Right;;Dressing change of Lower Arm, Right;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Lower Arm, Right ;ICD10 PCS-BD;2W0CX4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Lower Arm, Left;;Dressing change of Lower Arm, Left;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Lower Arm, Left ;ICD10 PCS-BD;2W0DX4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Hand, Right;;Dressing change of Hand, Right;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Hand, Right ;ICD10 PCS-BD;2W0EX4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Hand, Left;;Dressing change of Hand, Left;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Hand, Left ;ICD10 PCS-BD;2W0FX4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Thumb, Right;;Dressing change of Thumb, Right;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Thumb, Right ;ICD10 PCS-BD;2W0GX4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Thumb, Left;;Dressing change of Thumb, Left;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Thumb, Left ;ICD10 PCS-BD;2W0HX4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Finger, Right;;Dressing change of Finger, Right;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Finger, Right ;ICD10 PCS-BD;2W0JX4Z;SAME-AS;Procedure;N/A;;;;;
;Change of Bandage from Finger, Left;;Dressing change of Finger, Left;Change: (Taking out or off a device from a body part and putting back an identical or similar device in or on the same body part without cutting or puncturing the skin or a mucous membrane) of Bandage from Finger, Left ;ICD10 PCS-BD;2W0KX4Z;SAME-AS;Procedure;N/A;;;;;
